
TABLE_NAME                                                                                                                              COUNT                                                           
PROCESS_LAYOUT_MAP                                                                                                                          0                                                           
PROCESS_USER_MAP                                                                                                                            0                                                           
PROC_DEBUG_MSGS                                                                                                                             0                                                           
PRODUCED_LOTS                                                                                                                               0                                                           
PROJECT                                                                                                                                     0                                                           
PROJECT_MILESTONE                                                                                                                           0                                                           
PURGE_LOG                                                                                                                                   0                                                           
PURGE_LOG_LN                                                                                                                                0                                                           
PWD_HISTORY                                                                                                                                 0                                                           
PWD_RECOVERY                                                                                                                                0                                                           
RECENTLY_ACCD                                                                                                                               0                                                           
RECENT_ENTRIES                                                                                                                              0                                                           
RESOLUTION_OPTIONS                                                                                                                          0                                                           
RL_DM_TYP_MAP                                                                                                                               0                                                           
ROLE_DATA_PERMISSION                                                                                                                        0                                                           
ROLE_FIELD_ACCESS                                                                                                                           0                                                           
ROLE_INSTANCE_MAP                                                                                                                           0                                                           
ROLE_TEMPLATE                                                                                                                             129                                                           
SAVED_SEARCH                                                                                                                                0                                                           
SCENARIO                                                                                                                                    0                                                           
SCENARIO_LOG                                                                                                                                0                                                           
SCENARIO_NOTES                                                                                                                              0                                                           
SCENARIO_TABLES                                                                                                                             0                                                           
SCENARIO_USERS                                                                                                                              0                                                           
SCEN_ENGINE_MAP                                                                                                                             0                                                           
SCPO_INTEGRATION_LOG                                                                                                                        0                                                           
SCPO_INTEGRATION_PARAMS                                                                                                                     0                                                           
SCPO_SNOP_MAPPING                                                                                                                           9                                                           
SEARCH_DOC_EQUATION_VAR                                                                                                                     0                                                           
SEARCH_DOC_FILTER                                                                                                                           0                                                           
SEARCH_FILTER                                                                                                                               0                                                           
SERVER_REGISTRY                                                                                                                             0                                                           
SERVICE_LOCK                                                                                                                                1                                                           
SHIPMENT                                                                                                                                    0                                                           
SHIPMENT_LINE                                                                                                                               0                                                           
SMR_VIEW                                                                                                                                    0                                                           
SOM_USER_PROPERTIES                                                                                                                         0                                                           
SOURCE_MASTER                                                                                                                               0                                                           
SOURCE_MEMBER_RELATIONSHIP                                                                                                                  0                                                           
SRCH_PARAMS                                                                                                                                 0                                                           
STATIC_DATA_UPLOAD                                                                                                                         20                                                           
SUBCRPTN_LST                                                                                                                                0                                                           
SYSTEM_CONFIGURATION                                                                                                                        0                                                           
SYS_AUTH_MASTER                                                                                                                             0                                                           
SYS_BUSINESSKEY_MAP                                                                                                                         0                                                           
SYS_DATA_LOAD_INSTANCE                                                                                                                      5                                                           
SYS_DATA_LOAD_TAB_COLUMNS                                                                                                                   5                                                           
SYS_E2E_PRGS_RPT                                                                                                                            0                                                           
SYS_NC_SQLS                                                                                                                                 0                                                           
SYS_PARENT_DETAILS                                                                                                                          0                                                           
SYS_PERSIST_SQL                                                                                                                             0                                                           
SYS_ROWNUM_INFO                                                                                                                             0                                                           
SYS_SERVICE_MAP                                                                                                                             0                                                           
SYS_TABLE_MAP                                                                                                                               0                                                           
SYS_UPLD_MAP                                                                                                                                0                                                           
S_E2E_CONSTRAINTS                                                                                                                           0                                                           
S_E2E_CONSTRAINTS_TMPTABS                                                                                                                   0                                                           
S_E2E_LOG                                                                                                                                   0                                                           
S_E2E_SETTINGS                                                                                                                              1                                                           
TABLEEDITORNODE                                                                                                                             0                                                           
TABLEEDITORNODEPROPERTY                                                                                                                     0                                                           
TARGET_ID_MASTER                                                                                                                            0                                                           
TEMP_KEY_VALUES                                                                                                                             0                                                           
TIMER                                                                                                                                       0                                                           
TIME_MASTER                                                                                                                                 0                                                           
TRANS_FILTER_QUERIES                                                                                                                        0                                                           
TS_STATUS                                                                                                                                   0                                                           
UPLD_ERR_RPT                                                                                                                                0                                                           
UPLD_PRGS_RPT                                                                                                                               0                                                           
UPLD_RECS_RPT                                                                                                                               0                                                           
UPLD_RSC_SPEC                                                                                                                               0                                                           
UPLD_TMPLT                                                                                                                                  1                                                           
UPLD_TMPLT_PRPS                                                                                                                             0                                                           
USER_ACTIVITY                                                                                                                             280                                                           
USER_HISTORY                                                                                                                                0                                                           
USER_INSTANCE_MAP                                                                                                                           2                                                           
USER_LOG_MANAGEMENT                                                                                                                         0                                                           
USER_PREFERENCES                                                                                                                           11                                                           
USER_PROFILE                                                                                                                                1                                                           
USER_ROLE                                                                                                                                   1                                                           
USER_TXN_AUDIT_LOG                                                                                                                          0                                                           
USER_TXN_LOG                                                                                                                                0                                                           
USR_GRP_ASGN_MP                                                                                                                             1                                                           
USR_GRP_AUTH_MP                                                                                                                             0                                                           
USR_GRP_DATA_AUTH                                                                                                                           0                                                           
USR_GRP_DM_MAP                                                                                                                              0                                                           
USR_GRP_INSTANCE_MAP                                                                                                                        0                                                           
USR_GRP_MD_MAP                                                                                                                              0                                                           
USR_GRP_PROFIL                                                                                                                              1                                                           
USR_GRP_ROLE_MAP                                                                                                                            1                                                           
VADDRESS                                                                                                                                    0                                                           
VIEW_CONF                                                                                                                                   0                                                           
VIEW_FIELD                                                                                                                                  0                                                           
VIEW_VALUE                                                                                                                                  0                                                           
WFL_ATV_EVENTS                                                                                                                              0                                                           
WFL_ATV_NODES                                                                                                                               0                                                           
WFL_INSTANCE                                                                                                                                0                                                           
WFL_LOG                                                                                                                                     0                                                           
WFL_TASK_LOG                                                                                                                                0                                                           
WF_EXCEPTIONTAB_MAP                                                                                                                         0                                                           
WF_TEMPTAB_MAP                                                                                                                              0                                                           
WORKFLOW_ACTIVITY_LOG                                                                                                                       0                                                           
WORKFLOW_STATUS                                                                                                                             0                                                           

353 rows selected.

